员工ID,员工姓名,员工性别,员工电话,员工邮箱,员工状态,员工职位,员工部门,员工入职时间,员工离职时间,备注
5033,徐淑兰,男,15580417178,jie57@example.com,在职,销售经理,销售部,2015-08-15,,
5034,李建华,女,14555063016,fang07@example.net,在职,会计,财务部,2014-09-21,,
5035,郝磊,女,18900354637,gqiao@example.net,在职,HR专员,人事部,2015-04-15,,
5036,刘丽娟,男,14791516188,jing20@example.com,在职,HR专员,人事部,2019-07-13,,
5037,高晶,男,13658246135,xuejie@example.net,在职,销售代表,销售部,2018-03-05,,
5038,王丽娟,男,18097916573,changguiying@example.net,在职,市场经理,市场部,2015-07-02,,
5039,刘欢,女,14787456120,gang72@example.org,在职,后端工程师,技术部,2020-06-11,,
5040,林红梅,女,13132037811,yuanna@example.com,离职,市场经理,市场部,2016-10-21,2016-11-28,
5041,汪玲,女,13032043167,jie47@example.net,在职,人事经理,人事部,2019-01-18,,
5042,王建军,男,13300418647,gang87@example.org,在职,市场专员,市场部,2020-04-26,,
5043,龙玉珍,男,18014484781,xiulan34@example.org,在职,HR专员,人事部,2014-02-14,,支持建设标题资料运行增加为什.
5044,徐健,女,15094980891,jie76@example.org,在职,市场专员,市场部,2017-05-01,,希望教育今天准备关于.
5045,麦玉兰,女,13080610476,ming80@example.org,在职,前端工程师,技术部,2014-06-20,,得到你的那个他们还有因此.
5046,魏红霞,男,15152945084,xiuying84@example.net,离职,销售经理,销售部,2016-04-14,2017-09-16,
5047,薛冬梅,女,13652057683,liangjuan@example.com,离职,HR专员,人事部,2015-11-21,2016-06-18,出现合作发布以及系列感觉.
5048,李丽丽,女,14508810243,uxia@example.net,在职,销售经理,销售部,2018-12-12,,环境一般应该只有觉得.
5049,杨欢,男,13535596200,gang44@example.com,在职,市场专员,市场部,2013-06-15,,
5050,赵英,女,18889100194,xiejuan@example.com,在职,HR专员,人事部,2015-08-24,,
5051,逯莉,女,18584061027,changli@example.net,离职,会计,财务部,2020-10-24,2020-11-25,标题出来显示类别.
5052,郑佳,男,15801751650,leiqiu@example.org,在职,架构师,技术部,2018-03-29,,朋友看到之间.
5053,樊建平,男,13403208088,xmao@example.org,在职,测试工程师,技术部,2020-01-30,,
5054,薛瑞,女,15985832820,nwen@example.net,在职,人事经理,人事部,2015-06-15,,
5055,张桂兰,女,13076861813,ufan@example.net,在职,后端工程师,技术部,2013-08-07,,计划积分包括这么.
5056,康洋,男,14758514848,xiulan16@example.net,在职,市场专员,市场部,2013-07-25,,
5057,李慧,男,13467931925,yan84@example.net,在职,前端工程师,技术部,2016-07-25,,活动个人上海.
5058,童瑞,女,15074209576,sduan@example.com,在职,出纳,财务部,2014-10-07,,具有其他提高学习状态介绍.
5059,陈婷婷,女,18234864295,panli@example.org,离职,后端工程师,技术部,2015-01-12,2017-11-22,
5060,曾春梅,男,13977963852,leijia@example.org,离职,前端工程师,技术部,2014-02-15,2017-06-18,
5061,邱桂英,男,13805677822,yan15@example.com,在职,销售代表,销售部,2017-11-16,,
5062,李秀珍,女,13610845300,qiang77@example.org,在职,出纳,财务部,2016-07-06,,北京希望项目简介密码更新拥有.
5063,张红霞,女,15650953450,dzhou@example.net,在职,后端工程师,技术部,2016-10-25,,
5064,陈桂芝,女,15894007986,sfang@example.net,在职,前端工程师,技术部,2018-04-30,,
5065,刘健,女,14738324146,shixiuying@example.org,在职,会计,财务部,2015-09-29,,免费分析一种她的类型过程经济也是.
5066,孙东,女,13973293707,xiuyingfan@example.net,在职,出纳,财务部,2014-07-20,,
5067,王丹丹,男,18102861010,xiulanfu@example.org,离职,会计,财务部,2016-03-09,2018-07-13,
5068,张丽丽,女,13096485927,yaotao@example.org,在职,前端工程师,技术部,2014-06-24,,成为人民其实参加直接其他发现.
5069,孔婷婷,女,13115417380,pingma@example.org,在职,HR专员,人事部,2018-12-19,,
5070,刘莉,女,13037698732,nxiong@example.org,在职,人事经理,人事部,2018-04-21,,
5071,周桂花,男,13081203771,linjie@example.org,离职,销售代表,销售部,2020-06-04,2020-12-18,
5072,赵丽娟,男,14773926105,zhangping@example.com,离职,市场经理,市场部,2018-11-19,2020-12-16,女人当然非常科技.
5073,丁凤英,女,15201820845,ypeng@example.com,离职,市场经理,市场部,2015-04-18,2018-06-24,
5074,粟琳,女,18505004098,yong00@example.org,在职,销售经理,销售部,2013-12-28,,
5075,朱明,女,13004894979,huguiying@example.com,离职,销售代表,销售部,2015-03-25,2019-12-14,
5076,张建军,女,13784647479,ming68@example.com,在职,测试工程师,技术部,2018-09-06,,
5077,黎洋,男,14570202623,jcheng@example.net,离职,架构师,技术部,2018-01-17,2018-02-21,
5078,龚建平,男,18018883908,na26@example.org,在职,市场经理,市场部,2013-12-25,,
5079,黄丽娟,女,15540575093,liuna@example.net,在职,市场经理,市场部,2018-12-04,,
5080,伍桂芳,女,15940639848,jiepeng@example.com,离职,人事经理,人事部,2016-03-28,2019-06-05,
5081,张凤英,男,15043092530,panming@example.com,离职,HR专员,人事部,2013-12-23,2019-06-29,
5082,郝红霞,男,18751759877,jinjun@example.net,在职,销售经理,销售部,2013-12-31,,作为专业新闻比较深圳您的.
5083,陈阳,女,15778734083,tianjing@example.com,在职,市场专员,市场部,2020-11-14,,
5084,李晨,男,13608243298,gang34@example.net,在职,销售代表,销售部,2014-04-14,,
5085,刘婷,女,13066751246,weiwan@example.com,在职,财务主管,财务部,2016-03-23,,
5086,向桂珍,男,18247427048,yangfu@example.com,在职,市场经理,市场部,2019-12-09,,详细业务就是开始计划.
5087,王英,女,18099989187,xshi@example.net,在职,财务主管,财务部,2020-09-27,,
5088,任金凤,男,14786081180,lei08@example.net,离职,架构师,技术部,2014-05-31,2016-04-19,规定位置说明.
5089,梁萍,男,14769036637,zhoulei@example.com,在职,销售代表,销售部,2014-09-02,,
5090,谭琳,女,15711936139,dma@example.com,在职,会计,财务部,2014-02-02,,
5091,张海燕,男,14556677771,jie64@example.com,在职,市场经理,市场部,2017-04-03,,
5092,李雷,女,15725434969,fang55@example.org,在职,HR专员,人事部,2015-02-24,,
5093,任玉兰,男,15728052301,jie75@example.org,在职,销售经理,销售部,2017-03-17,,
5094,朱雷,男,15748518816,maxiuying@example.com,在职,销售代表,销售部,2017-08-15,,帮助事情人员问题发生以上注册可以.
5095,牛丹,女,15000658096,zhongmin@example.org,在职,财务主管,财务部,2020-07-11,,实现方面有些当前资源大家质量.
5096,巴丹,女,18296528052,wangming@example.net,离职,HR专员,人事部,2017-06-16,2018-09-20,有关程序重要影响论坛.
5097,罗萍,男,18816149106,fanglu@example.com,在职,市场经理,市场部,2019-06-24,,
5098,谢彬,女,13214400359,bcao@example.org,在职,出纳,财务部,2020-12-01,,服务关于不能决定系统.
5099,陈英,男,15208482985,yongwen@example.com,离职,出纳,财务部,2013-06-21,2018-12-01,
5100,汤春梅,女,13921101944,yanghou@example.net,在职,会计,财务部,2018-09-30,,什么文件发展用户设计.
5101,王淑华,男,18933625879,guiyinglong@example.com,离职,财务主管,财务部,2019-03-04,2020-10-11,
5102,季建平,男,13733057888,juanluo@example.com,在职,财务主管,财务部,2014-08-14,,
5103,陈阳,女,18085405024,gang30@example.com,在职,测试工程师,技术部,2013-11-17,,根据相关密码政府会员记者无法.
5104,陈丹,男,13153779188,guiying73@example.org,在职,销售代表,销售部,2013-10-25,,
5105,彭小红,男,13242493654,qxie@example.org,在职,后端工程师,技术部,2019-05-21,,
5106,陈军,男,14589221397,ghu@example.org,在职,会计,财务部,2014-08-19,,
5107,杨杰,男,15524971582,ming78@example.org,在职,市场专员,市场部,2018-03-12,,
5108,赵雷,女,14781912894,gang35@example.com,在职,销售经理,销售部,2019-09-03,,应该这种无法是否自己地区其中不要.
5109,黄杰,男,18849646359,qdong@example.net,在职,人事经理,人事部,2013-11-17,,您的次数电子的话一般以后发展国家.
5110,白军,女,14553282245,weifeng@example.com,在职,市场经理,市场部,2017-04-09,,
5111,陈健,女,14567403630,luming@example.org,在职,销售代表,销售部,2018-08-13,,
5112,胡雪梅,女,13422253716,openg@example.org,在职,市场经理,市场部,2017-10-07,,
5113,陈利,男,15946196020,yeli@example.net,离职,销售代表,销售部,2017-09-26,2020-09-16,
5114,时强,女,18206240992,xiuying04@example.org,离职,HR专员,人事部,2013-11-28,2019-04-16,一次特别最新喜欢.
5115,沙淑英,女,15653828838,jing91@example.net,在职,后端工程师,技术部,2017-04-14,,
5116,刘晶,女,15622778841,ming15@example.net,离职,人事经理,人事部,2017-11-12,2020-07-23,说明她的品牌目前影响.
5117,姜建华,男,13387137156,ganggu@example.net,离职,市场专员,市场部,2014-05-27,2015-07-31,
5118,田峰,女,13375888096,yanzhao@example.com,在职,销售经理,销售部,2016-08-11,,
5119,陈旭,男,18865203294,taosong@example.org,在职,架构师,技术部,2014-06-17,,个人最大为什本站应该手机.
5120,刘龙,男,15224537077,pkong@example.org,在职,市场专员,市场部,2018-09-18,,教育其实无法出来电脑公司人员.
5121,马勇,女,13383804067,tianping@example.net,在职,市场经理,市场部,2018-04-12,,
5122,刘林,男,13101750907,nazhou@example.org,离职,销售经理,销售部,2015-11-13,2020-01-02,
5123,黄桂香,男,15118700523,rxiao@example.com,在职,财务主管,财务部,2020-04-08,,
5124,林明,女,14521893677,zouguiying@example.org,在职,会计,财务部,2013-08-26,,个人内容女人详细.
5125,许洋,男,18887275782,mingye@example.net,在职,销售代表,销售部,2015-05-01,,
5126,徐玉华,女,18634488713,glin@example.com,离职,市场经理,市场部,2014-07-23,2017-03-28,
5127,郭想,男,13183521061,jing59@example.com,在职,人事经理,人事部,2015-02-24,,
5128,陈雪梅,女,18890846655,fangming@example.net,在职,财务主管,财务部,2018-03-27,,
5129,牛晨,女,13293309318,fang02@example.org,在职,后端工程师,技术部,2016-04-10,,然后出来研究一些开发中文她的.
5130,侯玉梅,男,13976248234,gaoguiying@example.org,离职,销售经理,销售部,2016-02-13,2019-11-12,
5131,张洋,女,15138243202,yaoyan@example.com,离职,销售经理,销售部,2018-06-25,2019-01-05,个人学生详细责任.
5132,刘桂芝,男,18277346860,jun62@example.org,在职,财务主管,财务部,2015-08-24,,所有标准行业出来生活使用可以.
5133,沈健,男,18841790003,kcai@example.com,在职,出纳,财务部,2014-04-27,,
5134,刘倩,男,15913794331,yonggong@example.com,离职,测试工程师,技术部,2019-06-17,2020-02-24,搜索工作的话一样可以或者电脑.
5135,王莹,男,14584524863,qye@example.net,在职,人事经理,人事部,2014-02-13,,
5136,王倩,女,13752304138,min69@example.net,在职,市场专员,市场部,2020-02-01,,已经方式看到最后.
5137,居杰,女,15036028860,naxue@example.net,在职,会计,财务部,2015-09-21,,
5138,何俊,女,14532305714,flu@example.com,离职,销售经理,销售部,2014-03-23,2017-06-14,
5139,赵欢,男,15844053005,xiulanyin@example.net,在职,前端工程师,技术部,2014-01-31,,可是这里男人加入孩子可以.
5140,蔡萍,男,13419413615,dhan@example.com,在职,财务主管,财务部,2014-04-24,,
5141,席凤兰,女,15009081058,hanyong@example.com,离职,财务主管,财务部,2015-10-16,2016-07-11,
5142,张婷婷,女,18576957117,liangxiulan@example.org,在职,HR专员,人事部,2017-11-17,,
5143,王瑜,男,18731689600,leiming@example.net,在职,前端工程师,技术部,2015-08-31,,一个进行技术.
5144,袁利,男,13080223323,axiao@example.net,离职,会计,财务部,2014-05-20,2020-10-09,
5145,刘琴,男,14529389937,jie44@example.org,在职,市场专员,市场部,2020-01-20,,
5146,强红,女,18881701347,fangjiang@example.com,在职,财务主管,财务部,2019-05-23,,
5147,邵桂香,女,13859139114,yang72@example.com,在职,出纳,财务部,2020-11-09,,
5148,曹桂荣,女,14576486544,syuan@example.net,在职,HR专员,人事部,2018-07-27,,
5149,万秀珍,男,15164626790,tao78@example.com,离职,会计,财务部,2013-07-18,2013-10-10,
5150,边桂芝,女,13263768017,na03@example.net,在职,HR专员,人事部,2014-09-16,,
5151,万帆,男,15830811938,jing12@example.com,在职,销售代表,销售部,2017-04-06,,
5152,郑玉英,女,15357807245,gaojuan@example.org,离职,销售代表,销售部,2014-01-23,2019-04-23,比较还有更多有些可能所有发表具有.
5153,李雪,女,18277135499,yang70@example.com,离职,HR专员,人事部,2019-11-24,2019-12-05,
5154,刘桂香,男,13059363173,gangfan@example.net,在职,市场经理,市场部,2017-05-04,,法律次数不同.
5155,孙杰,男,15117742702,fhuang@example.com,离职,销售代表,销售部,2016-02-04,2016-10-24,
5156,魏凤英,男,18133487324,zhangyong@example.com,离职,销售经理,销售部,2020-06-03,2020-07-26,
5157,苏坤,男,13467477866,qiang32@example.net,在职,HR专员,人事部,2019-10-21,,
5158,龙楠,男,13170066678,xia24@example.org,在职,销售经理,销售部,2015-12-28,,操作开发没有会员这个其实或者具有.
5159,黄荣,女,15984229732,yan31@example.org,离职,前端工程师,技术部,2015-08-15,2015-09-23,具有公司记者威望或者的是正在.
5160,刘玉兰,男,15551320021,yejing@example.org,在职,销售经理,销售部,2014-05-23,,
5161,黄冬梅,男,15517974487,tchen@example.net,在职,市场专员,市场部,2020-03-09,,
5162,王阳,男,18769839462,fshen@example.org,在职,市场经理,市场部,2018-11-04,,
5163,余涛,男,18553321440,guiyingcai@example.net,离职,市场专员,市场部,2014-09-11,2019-06-05,
5164,来楠,男,15658823416,li35@example.net,在职,市场经理,市场部,2018-03-19,,
5165,杨丽华,男,13051294593,jiafang@example.net,在职,人事经理,人事部,2016-10-08,,
5166,刘兰英,男,15689326714,chaomeng@example.org,在职,出纳,财务部,2018-07-21,,类型一次美国.
5167,黄健,女,13442809112,jiezou@example.net,离职,人事经理,人事部,2020-05-11,2020-12-22,
5168,周梅,男,14572899074,qinwei@example.net,在职,市场专员,市场部,2017-10-01,,
5169,胡利,男,13187699993,liaoxiuying@example.net,在职,后端工程师,技术部,2016-08-28,,
5170,鲁丽娟,女,15158337029,mhu@example.com,在职,市场经理,市场部,2015-02-06,,
5171,李磊,男,18021399781,rentao@example.com,在职,市场专员,市场部,2015-10-11,,
5172,刘畅,男,13106073828,juanlin@example.net,在职,人事经理,人事部,2013-09-28,,
5173,赵宁,男,15967080784,qiang87@example.org,离职,出纳,财务部,2015-06-09,2020-07-18,喜欢应该不是规定.
5174,陆欢,男,18522174351,xiulancheng@example.org,离职,会计,财务部,2018-04-21,2019-05-25,
5175,王淑珍,女,14551530031,wei28@example.com,在职,市场经理,市场部,2020-02-11,,
5176,韦娜,女,15603167837,nshen@example.com,在职,出纳,财务部,2016-09-08,,
5177,林辉,男,13792382950,pingzhang@example.net,在职,市场经理,市场部,2019-02-09,,国内自己进入音乐来源电子.
5178,李龙,男,15935774848,yan02@example.com,在职,前端工程师,技术部,2015-09-25,,程序技术项目都是学习我的次数.
5179,席英,女,15699089716,tgong@example.net,在职,HR专员,人事部,2017-04-05,,
5180,刘旭,男,14553662394,qiang64@example.org,在职,架构师,技术部,2017-04-19,,
5181,吴丹,女,15919405659,fxia@example.com,离职,人事经理,人事部,2015-12-05,2019-02-19,
5182,吴涛,女,13539562048,weijie@example.net,离职,HR专员,人事部,2013-12-17,2020-10-27,精华中文自己为什所以.
5183,张丽丽,男,15237432264,yang38@example.com,在职,市场经理,市场部,2015-04-11,,
5184,赵娜,女,14746468442,fangxiong@example.net,在职,销售代表,销售部,2015-04-09,,
5185,徐玉梅,男,13861516285,tiangang@example.net,在职,HR专员,人事部,2013-06-21,,
5186,杨兰英,女,18871868199,wding@example.org,在职,会计,财务部,2019-10-25,,过程免费活动.
5187,赵楠,男,15571685283,yuanqiang@example.org,在职,会计,财务部,2019-02-06,,系列最大不断网上可能支持.
5188,朱海燕,女,15767434143,li52@example.net,离职,销售经理,销售部,2018-01-26,2018-02-02,
